WA00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,Area,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
53,63,1900,53063001900,3527,1615,W,1684239,1684239,53,63,1900,53063001900,3527,1615,W,1684239,1684239,1684239,1684239,100,100,100,100,3527,100,100,1615,100,100
53,63,2000,53063002000,4205,1910,W,1782238,1782238,53,63,2000,53063002000,4205,1910,W,1782238,1782238,1782238,1782238,100,100,100,100,4205,100,100,1910,100,100
53,63,2100,53063002100,2474,1087,W,1223168,1223168,53,63,2100,53063002100,2474,1087,W,1223168,1223168,1223168,1223168,100,100,100,100,2474,100,100,1087,100,100
53,63,2300,53063002300,5073,2242,W,2744009,2519306,53,63,2300,53063002300,5073,2242,W,2744009,2519306,2744009,2519306,100,100,100,100,5073,100,100,2242,100,100
53,63,2400,53063002400,2484,1181,W,2165631,2092899,53,63,2400,53063002400,2484,1181,W,2165631,2092899,2165631,2092899,100,100,100,100,2484,100,100,1181,100,100
53,63,2500,53063002500,8679,2647,W,3270367,3145971,53,63,2500,53063002500,8679,2647,W,3270367,3145971,3270367,3145971,100,100,100,100,8679,100,100,2647,100,100
53,63,2600,53063002600,5236,2187,W,2079328,1996578,53,63,2600,53063002600,5236,2187,W,2079328,1996578,2079328,1996578,100,100,100,100,5236,100,100,2187,100,100
53,63,2800,53063002800,546,251,W,3813713,3786301,53,63,14500,53063014500,2104,1003,P,8012181,7876425,3813713,3786301,100,100,47.6,48.07,546,100,25.95,251,100,25.02
53,63,2900,53063002900,3387,1281,W,1605686,1605686,53,63,2900,53063002900,3387,1281,W,1605686,1605686,1605686,1605686,100,100,100,100,3387,100,100,1281,100,100
53,63,3000,53063003000,2759,1024,W,1427393,1427393,53,63,3000,53063003000,2759,1024,W,1427393,1427393,1427393,1427393,100,100,100,100,2759,100,100,1024,100,100
53,63,3100,53063003100,4954,2178,W,2265054,2265054,53,63,3100,53063003100,4954,2178,W,2265054,2265054,2265054,2265054,100,100,100,100,4954,100,100,2178,100,100
53,63,3200,53063003200,2566,1821,W,1241821,1241821,53,63,3200,53063003200,2566,1821,W,1241821,1241821,1241821,1241821,100,100,100,100,2566,100,100,1821,100,100
53,63,3300,53063003300,1558,752,W,4198468,4090124,53,63,14500,53063014500,2104,1003,P,8012181,7876425,4198468,4090124,100,100,52.4,51.93,1558,100,74.05,752,100,74.98
53,63,3500,53063003500,2604,2003,W,1736259,1628544,53,63,3500,53063003500,2604,2003,W,1736259,1628544,1736259,1628544,100,100,100,100,2604,100,100,2003,100,100
53,63,3600,53063003600,3906,2752,W,4768716,4399166,53,63,3600,53063003600,3906,2752,P,4776363,4404846,4768716,4399166,100,100,99.84,99.87,3906,100,100,2752,100,100
53,63,3800,53063003800,1746,980,W,3299362,3299362,53,63,3800,53063003800,1746,980,P,3315800,3315800,3299362,3299362,100,100,99.5,99.5,1746,100,100,980,100,100
53,63,3900,53063003900,2046,1081,P,9037303,9012481,53,63,3900,53063003900,2043,1079,P,9030209,9005387,9009361,8984539,99.69,99.69,99.77,99.77,2043,99.85,100,1079,99.81,100
53,63,3900,53063003900,2046,1081,P,9037303,9012481,53,63,5000,53063005000,3534,1796,P,10663412,10663412,1925,1925,0.02,0.02,0.02,0.02,0,0,0,0,0,0
53,63,3900,53063003900,2046,1081,P,9037303,9012481,53,63,13500,53063013500,7653,3047,P,150739320,150401818,26017,26017,0.29,0.29,0.02,0.02,3,0.15,0.04,2,0.19,0.07
53,63,4000,53063004000,4953,2900,W,1551939,1551939,53,63,4000,53063004000,4953,2900,W,1551939,1551939,1551939,1551939,100,100,100,100,4953,100,100,2900,100,100
53,63,4100,53063004100,2098,1146,W,1113243,1113243,53,63,4100,53063004100,2098,1146,W,1113243,1113243,1113243,1113243,100,100,100,100,2098,100,100,1146,100,100
53,63,4200,53063004200,4739,2038,W,2651375,2651375,53,63,4200,53063004200,4739,2038,W,2651375,2651375,2651375,2651375,100,100,100,100,4739,100,100,2038,100,100
53,63,4300,53063004300,3328,1470,W,2305353,2305353,53,63,4300,53063004300,3328,1470,W,2305353,2305353,2305353,2305353,100,100,100,100,3328,100,100,1470,100,100
53,63,4400,53063004400,4318,2138,W,2038232,2038232,53,63,4400,53063004400,4318,2138,W,2038232,2038232,2038232,2038232,100,100,100,100,4318,100,100,2138,100,100
53,63,4500,53063004500,3564,1529,W,2624446,2595305,53,63,4500,53063004500,3564,1529,W,2624446,2595305,2624446,2595305,100,100,100,100,3564,100,100,1529,100,100
53,63,4601,53063004601,3471,2010,W,2485217,2469389,53,63,4601,53063004601,3471,2010,W,2485217,2469389,2485217,2469389,100,100,100,100,3471,100,100,2010,100,100
53,63,4602,53063004602,3132,1231,W,1643432,1643432,53,63,4602,53063004602,3132,1231,W,1643432,1643432,1643432,1643432,100,100,100,100,3132,100,100,1231,100,100
53,63,4700,53063004700,6572,2994,W,3227939,3227939,53,63,4700,53063004700,6572,2994,W,3227939,3227939,3227939,3227939,100,100,100,100,6572,100,100,2994,100,100
53,63,4800,53063004800,3326,1507,P,2694613,2694613,53,63,4800,53063004800,3326,1507,P,2690949,2690949,2690759,2690759,99.86,99.86,99.99,99.99,3326,100,100,1507,100,100
53,63,4800,53063004800,3326,1507,P,2694613,2694613,53,63,13401,53063013401,4656,1761,P,20088251,20088251,3854,3854,0.14,0.14,0.02,0.02,0,0,0,0,0,0
53,63,4900,53063004900,5550,2477,W,3973958,3973958,53,63,4900,53063004900,5550,2477,W,3973958,3973958,3973958,3973958,100,100,100,100,5550,100,100,2477,100,100
53,63,5000,53063005000,3534,1796,P,10681780,10681780,53,63,3900,53063003900,2043,1079,P,9030209,9005387,20293,20293,0.19,0.19,0.22,0.23,0,0,0,0,0,0
53,63,5000,53063005000,3534,1796,P,10681780,10681780,53,63,5000,53063005000,3534,1796,P,10663412,10663412,10661487,10661487,99.81,99.81,99.98,99.98,3534,100,100,1796,100,100
53,63,10100,53063010100,6128,2761,W,399579224,394819174,53,63,10100,53063010100,6128,2761,W,399579224,394819174,399579224,394819174,100,100,100,100,6128,100,100,2761,100,100
53,63,10201,53063010201,4046,1646,W,208657182,208421506,53,63,10201,53063010201,4046,1646,W,208657182,208421506,208657182,208421506,100,100,100,100,4046,100,100,1646,100,100
53,63,10202,53063010202,6983,2425,W,184070644,184070644,53,63,10202,53063010202,6983,2425,W,184070644,184070644,184070644,184070644,100,100,100,100,6983,100,100,2425,100,100
53,63,10301,53063010301,4266,1768,W,21667422,21667422,53,63,10301,53063010301,4266,1768,W,21667422,21667422,21667422,21667422,100,100,100,100,4266,100,100,1768,100,100
53,63,10303,53063010303,3022,1158,W,107033392,107033392,53,63,10303,53063010303,3022,1158,W,107033392,107033392,107033392,107033392,100,100,100,100,3022,100,100,1158,100,100
53,63,10304,53063010304,5805,2358,W,188754435,185945158,53,63,10304,53063010304,5805,2358,W,188754435,185945158,188754435,185945158,100,100,100,100,5805,100,100,2358,100,100
53,63,10305,53063010305,5979,2161,W,63990268,63990268,53,63,10305,53063010305,5979,2161,W,63990268,63990268,63990268,63990268,100,100,100,100,5979,100,100,2161,100,100
53,63,10401,53063010401,6246,1789,W,28180807,28180807,53,63,10401,53063010401,6246,1789,W,28180807,28180807,28180807,28180807,100,100,100,100,6246,100,100,1789,100,100
53,63,10402,53063010402,6937,2701,W,454945159,444993026,53,63,10402,53063010402,6937,2701,W,454945159,444993026,454945159,444993026,100,100,100,100,6937,100,100,2701,100,100
53,63,10501,53063010501,7905,3127,W,9305903,9302962,53,63,10501,53063010501,7905,3127,W,9305903,9302962,9305903,9302962,100,100,100,100,7905,100,100,3127,100,100
53,63,10503,53063010503,6701,2427,W,74564200,74187928,53,63,10503,53063010503,6701,2427,P,74566964,74190692,74564200,74187928,100,100,100,100,6701,100,100,2427,100,100
53,63,10504,53063010504,3546,1370,W,9371197,9371197,53,63,10504,53063010504,3546,1370,W,9371197,9371197,9371197,9371197,100,100,100,100,3546,100,100,1370,100,100
53,63,10601,53063010601,3490,1387,W,8114568,7486943,53,63,10601,53063010601,3490,1387,W,8114568,7486943,8114568,7486943,100,100,100,100,3490,100,100,1387,100,100
53,63,10602,53063010602,7418,2887,P,8226557,8226557,53,63,10503,53063010503,6701,2427,P,74566964,74190692,2764,2764,0.03,0.03,0,0,0,0,0,0,0,0
53,63,10602,53063010602,7418,2887,P,8226557,8226557,53,63,10602,53063010602,7418,2887,W,8223711,8223711,8223711,8223711,99.97,99.97,100,100,7418,100,100,2887,100,100
53,63,10602,53063010602,7418,2887,P,8226557,8226557,53,63,10700,53063010700,5923,2038,P,12163503,12163503,82,82,0,0,0,0,0,0,0,0,0,0
53,63,10700,53063010700,5923,2038,W,12163421,12163421,53,63,10700,53063010700,5923,2038,P,12163503,12163503,12163421,12163421,100,100,100,100,5923,100,100,2038,100,100
53,63,10800,53063010800,2207,1044,W,1239562,1239562,53,63,10800,53063010800,2207,1044,W,1239562,1239562,1239562,1239562,100,100,100,100,2207,100,100,1044,100,100
53,63,10900,53063010900,4939,1514,W,4907637,4907637,53,63,10900,53063010900,4939,1514,W,4907637,4907637,4907637,4907637,100,100,100,100,4939,100,100,1514,100,100
53,63,11000,53063011000,3583,1534,W,1965308,1965308,53,63,11000,53063011000,3583,1534,W,1965308,1965308,1965308,1965308,100,100,100,100,3583,100,100,1534,100,100
53,63,11101,53063011101,5744,3052,W,1909665,1909665,53,63,11101,53063011101,5744,3052,W,1909665,1909665,1909665,1909665,100,100,100,100,5744,100,100,3052,100,100
53,63,11102,53063011102,3768,1693,W,2386858,2386858,53,63,11102,53063011102,3768,1693,W,2386858,2386858,2386858,2386858,100,100,100,100,3768,100,100,1693,100,100
53,63,11201,53063011201,7211,3758,W,14965846,14965846,53,63,11201,53063011201,7211,3758,W,14965846,14965846,14965846,14965846,100,100,100,100,7211,100,100,3758,100,100
53,63,11202,53063011202,4030,1671,W,33198235,33198235,53,63,11202,53063011202,4030,1671,W,33198235,33198235,33198235,33198235,100,100,100,100,4030,100,100,1671,100,100
53,63,11300,53063011300,7115,3064,W,18944238,18618722,53,63,11300,53063011300,7115,3064,W,18944238,18618722,18944238,18618722,100,100,100,100,7115,100,100,3064,100,100
53,63,11400,53063011400,5473,2177,W,23860994,23604744,53,63,11400,53063011400,5473,2177,W,23860994,23604744,23860994,23604744,100,100,100,100,5473,100,100,2177,100,100
53,63,11500,53063011500,1456,618,P,1116773,1071308,53,63,11500,53063011500,1456,618,P,1119669,1075573,1114676,1070580,99.81,99.93,99.55,99.54,1456,100,100,618,100,100
53,63,11500,53063011500,1456,618,P,1116773,1071308,53,63,12200,53063012200,2369,1039,P,10492280,10273289,2097,728,0.19,0.07,0.02,0.01,0,0,0,0,0,0
53,63,11600,53063011600,1786,793,P,1908262,1821492,53,63,11500,53063011500,1456,618,P,1119669,1075573,4993,4993,0.26,0.27,0.45,0.46,0,0,0,0,0,0
53,63,11600,53063011600,1786,793,P,1908262,1821492,53,63,11600,53063011600,1786,793,W,1903269,1816499,1903269,1816499,99.74,99.73,100,100,1786,100,100,793,100,100
53,63,11700,53063011700,8006,3857,P,10063338,9857369,53,63,11701,53063011701,2316,1112,W,2658661,2658661,2658661,2658661,26.42,26.97,100,100,2316,28.93,100,1112,28.83,100
53,63,11700,53063011700,8006,3857,P,10063338,9857369,53,63,11702,53063011702,5690,2745,W,7404677,7198708,7404677,7198708,73.58,73.03,100,100,5690,71.07,100,2745,71.17,100
53,63,11800,53063011800,5018,2675,W,2850519,2850519,53,63,11800,53063011800,5018,2675,W,2850519,2850519,2850519,2850519,100,100,100,100,5018,100,100,2675,100,100
53,63,11900,53063011900,4352,1885,W,3080708,3080708,53,63,11900,53063011900,4352,1885,W,3080708,3080708,3080708,3080708,100,100,100,100,4352,100,100,1885,100,100
53,63,12000,53063012000,3973,1779,W,3171450,3171450,53,63,12000,53063012000,3973,1779,W,3171450,3171450,3171450,3171450,100,100,100,100,3973,100,100,1779,100,100
53,63,12100,53063012100,2610,1175,W,2536468,2536468,53,63,12100,53063012100,2610,1175,W,2536468,2536468,2536468,2536468,100,100,100,100,2610,100,100,1175,100,100
53,63,12200,53063012200,2369,1039,W,10490183,10272561,53,63,12200,53063012200,2369,1039,P,10492280,10273289,10490183,10272561,100,100,99.98,99.99,2369,100,100,1039,100,100
53,63,12300,53063012300,5562,2630,W,6123332,6123332,53,63,12300,53063012300,5562,2630,W,6123332,6123332,6123332,6123332,100,100,100,100,5562,100,100,2630,100,100
53,63,12401,53063012401,4129,1762,W,15354118,15354118,53,63,12401,53063012401,4129,1762,W,15354118,15354118,15354118,15354118,100,100,100,100,4129,100,100,1762,100,100
53,63,12402,53063012402,6028,2234,W,31513339,31513339,53,63,12402,53063012402,6028,2234,W,31513339,31513339,31513339,31513339,100,100,100,100,6028,100,100,2234,100,100
53,63,12500,53063012500,3373,1400,W,2031119,2031119,53,63,12500,53063012500,3373,1400,W,2031119,2031119,2031119,2031119,100,100,100,100,3373,100,100,1400,100,100
53,63,12600,53063012600,3608,1596,W,2625436,2625436,53,63,12600,53063012600,3608,1596,W,2625436,2625436,2625436,2625436,100,100,100,100,3608,100,100,1596,100,100
53,63,12701,53063012701,3582,1709,W,2655319,2655319,53,63,12701,53063012701,3582,1709,W,2655319,2655319,2655319,2655319,100,100,100,100,3582,100,100,1709,100,100
53,63,12702,53063012702,2139,831,W,1437348,1437348,53,63,12702,53063012702,2139,831,W,1437348,1437348,1437348,1437348,100,100,100,100,2139,100,100,831,100,100
53,63,12801,53063012801,4110,1666,W,2506740,2506740,53,63,12801,53063012801,4110,1666,W,2506740,2506740,2506740,2506740,100,100,100,100,4110,100,100,1666,100,100
53,63,12802,53063012802,3293,1286,W,2233684,2233684,53,63,12802,53063012802,3293,1286,W,2233684,2233684,2233684,2233684,100,100,100,100,3293,100,100,1286,100,100
53,63,12901,53063012901,2994,1244,W,2764371,2764371,53,63,12901,53063012901,2994,1244,W,2764371,2764371,2764371,2764371,100,100,100,100,2994,100,100,1244,100,100
53,63,12902,53063012902,6891,2591,W,5261972,5261972,53,63,12902,53063012902,6891,2591,W,5261972,5261972,5261972,5261972,100,100,100,100,6891,100,100,2591,100,100
53,63,13000,53063013000,7487,2956,W,10883365,10804097,53,63,13000,53063013000,7487,2956,W,10883365,10804097,10883365,10804097,100,100,100,100,7487,100,100,2956,100,100
53,63,13100,53063013100,9678,4098,W,24342138,24049179,53,63,13100,53063013100,9678,4098,W,24342138,24049179,24342138,24049179,100,100,100,100,9678,100,100,4098,100,100
53,63,13201,53063013201,7403,2852,W,27749249,27298616,53,63,13201,53063013201,7403,2852,W,27749249,27298616,27749249,27298616,100,100,100,100,7403,100,100,2852,100,100
53,63,13202,53063013202,9217,3926,W,60378076,57357387,53,63,13202,53063013202,9217,3926,W,60378076,57357387,60378076,57357387,100,100,100,100,9217,100,100,3926,100,100
53,63,13300,53063013300,2913,1128,W,203916347,203916347,53,63,13300,53063013300,2913,1128,W,203916347,203916347,203916347,203916347,100,100,100,100,2913,100,100,1128,100,100
53,63,13401,53063013401,4656,1761,P,20084587,20084587,53,63,4800,53063004800,3326,1507,P,2690949,2690949,190,190,0,0,0.01,0.01,0,0,0,0,0,0
53,63,13401,53063013401,4656,1761,P,20084587,20084587,53,63,13401,53063013401,4656,1761,P,20088251,20088251,20084397,20084397,100,100,99.98,99.98,4656,100,100,1761,100,100
53,63,13500,53063013500,7650,3045,P,150713858,150376356,53,63,3900,53063003900,2043,1079,P,9030209,9005387,555,555,0,0,0.01,0.01,0,0,0,0,0,0
53,63,13500,53063013500,7650,3045,P,150713858,150376356,53,63,13500,53063013500,7653,3047,P,150739320,150401818,150713303,150375801,100,100,99.98,99.98,7650,100,99.96,3045,100,99.93
53,63,13600,53063013600,4101,1752,W,31899553,31899553,53,63,13600,53063013600,4101,1752,W,31899553,31899553,31899553,31899553,100,100,100,100,4101,100,100,1752,100,100
53,63,13700,53063013700,3076,1544,P,71532544,70971141,53,63,3600,53063003600,3906,2752,P,4776363,4404846,7647,5680,0.01,0.01,0.16,0.13,0,0,0,0,0,0
53,63,13700,53063013700,3076,1544,P,71532544,70971141,53,63,3800,53063003800,1746,980,P,3315800,3315800,16438,16438,0.02,0.02,0.5,0.5,0,0,0,0,0,0
53,63,13700,53063013700,3076,1544,P,71532544,70971141,53,63,13700,53063013700,3076,1544,W,71508459,70949023,71508459,70949023,99.97,99.97,100,100,3076,100,100,1544,100,100
53,63,13800,53063013800,2776,858,W,16913880,16913880,53,63,13800,53063013800,2776,858,W,16913880,16913880,16913880,16913880,100,100,100,100,2776,100,100,858,100,100
53,63,13900,53063013900,5752,2206,W,45098323,39453927,53,63,13900,53063013900,5752,2206,P,45102028,39457632,45098323,39453927,100,100,99.99,99.99,5752,100,100,2206,100,100
53,63,14001,53063014001,5433,1951,W,2801649,2801649,53,63,14001,53063014001,5433,1951,W,2801649,2801649,2801649,2801649,100,100,100,100,5433,100,100,1951,100,100
53,63,14002,53063014002,4805,2085,W,26175794,26175794,53,63,14002,53063014002,4805,2085,W,26175794,26175794,26175794,26175794,100,100,100,100,4805,100,100,2085,100,100
53,63,14100,53063014100,5507,2172,P,282426551,280961537,53,63,13900,53063013900,5752,2206,P,45102028,39457632,3705,3705,0,0,0.01,0.01,0,0,0,0,0,0
53,63,14100,53063014100,5507,2172,P,282426551,280961537,53,63,14100,53063014100,5507,2172,W,282422846,280957832,282422846,280957832,100,100,100,100,5507,100,100,2172,100,100
53,63,14200,53063014200,3327,1536,W,655862765,645269483,53,63,14200,53063014200,3327,1536,W,655862765,645269483,655862765,645269483,100,100,100,100,3327,100,100,1536,100,100
53,63,14300,53063014300,3195,1356,P,861422904,861422904,53,63,14300,53063014300,3195,1356,W,861421548,861421548,861421548,861421548,100,100,100,100,3195,100,100,1356,100,100
53,63,14300,53063014300,3195,1356,P,861422904,861422904,53,75,900,53075000900,3733,1935,P,2064717757,2052997898,1356,1356,0,0,0,0,0,0,0,0,0,0
53,65,950100,53065950100,7292,4019,W,1810404042,1741564279,53,65,950100,53065950100,7292,4019,W,1810404042,1741564279,1810404042,1741564279,100,100,100,100,7292,100,100,4019,100,100
53,65,950200,53065950200,3923,1644,W,533891299,533117735,53,65,950200,53065950200,3923,1644,P,533907333,533133769,533891299,533117735,100,100,100,100,3923,100,100,1644,100,100
53,65,950300,53065950300,2573,1209,P,4811981,4811981,53,65,950200,53065950200,3923,1644,P,533907333,533133769,16034,16034,0.33,0.33,0,0,0,0,0,0,0,0
53,65,950300,53065950300,2573,1209,P,4811981,4811981,53,65,950300,53065950300,2573,1209,W,4795947,4795947,4795947,4795947,99.67,99.67,100,100,2573,100,100,1209,100,100
53,65,950500,53065950500,2352,1100,W,6988130,6988130,53,65,950500,53065950500,2352,1100,W,6988130,6988130,6988130,6988130,100,100,100,100,2352,100,100,1100,100,100
53,65,950600,53065950600,2265,1263,W,741135960,738441302,53,65,950600,53065950600,2265,1263,W,741135960,738441302,741135960,738441302,100,100,100,100,2265,100,100,1263,100,100
53,65,950700,53065950700,2543,1228,W,15402923,15402923,53,65,950700,53065950700,2543,1228,W,15402923,15402923,15402923,15402923,100,100,100,100,2543,100,100,1228,100,100
53,65,950800,53065950800,3277,1526,W,747949336,747523174,53,65,950800,53065950800,3277,1526,W,747949336,747523174,747949336,747523174,100,100,100,100,3277,100,100,1526,100,100
53,65,950900,53065950900,1548,928,W,727466904,678569586,53,65,950900,53065950900,1548,928,W,727466904,678569586,727466904,678569586,100,100,100,100,1548,100,100,928,100,100
53,65,951000,53065951000,2094,777,W,634030692,615335687,53,65,941000,53065941000,2094,777,W,634030692,615335687,634030692,615335687,100,100,100,100,2094,100,100,777,100,100
53,65,951100,53065951100,3596,1804,W,613799134,611271464,53,65,951100,53065951100,3596,1804,W,613799134,611271464,613799134,611271464,100,100,100,100,3596,100,100,1804,100,100
53,65,951300,53065951300,4287,2612,W,484610013,474879960,53,65,951300,53065951300,4287,2612,W,484610013,474879960,484610013,474879960,100,100,100,100,4287,100,100,2612,100,100
53,65,951400,53065951400,7781,3046,W,260021613,249474507,53,65,951400,53065951400,7781,3046,W,260021613,249474507,260021613,249474507,100,100,100,100,7781,100,100,3046,100,100
53,67,10100,53067010100,3100,2064,P,4988945,3172317,53,67,10100,53067010100,3100,2064,P,5005132,3187486,4985546,3168918,99.93,99.89,99.61,99.42,3100,100,100,2064,100,100
53,67,10100,53067010100,3100,2064,P,4988945,3172317,53,67,10400,53067010400,3513,1497,P,4237958,4094338,3399,3399,0.07,0.11,0.08,0.08,0,0,0,0,0,0
53,67,10200,53067010200,5141,2269,W,6696636,5796266,53,67,10200,53067010200,5141,2269,W,6696636,5796266,6696636,5796266,100,100,100,100,5141,100,100,2269,100,100
53,67,10300,53067010300,5064,2495,P,3993422,3992710,53,67,10300,53067010300,5064,2495,P,3970574,3969862,3969445,3968733,99.4,99.4,99.97,99.97,5064,100,100,2495,100,100
53,67,10300,53067010300,5064,2495,P,3993422,3992710,53,67,10400,53067010400,3513,1497,P,4237958,4094338,23977,23977,0.6,0.6,0.57,0.59,0,0,0,0,0,0
53,67,10400,53067010400,3513,1497,P,4238199,4093834,53,67,10100,53067010100,3100,2064,P,5005132,3187486,19313,18568,0.46,0.45,0.39,0.58,0,0,0,0,0,0
53,67,10400,53067010400,3513,1497,P,4238199,4093834,53,67,10300,53067010300,5064,2495,P,3970574,3969862,1129,1129,0.03,0.03,0.03,0.03,0,0,0,0,0,0
53,67,10400,53067010400,3513,1497,P,4238199,4093834,53,67,10400,53067010400,3513,1497,P,4237958,4094338,4210582,4066962,99.35,99.34,99.35,99.33,3513,100,100,1497,100,100
53,67,10400,53067010400,3513,1497,P,4238199,4093834,53,67,10520,53067010520,6035,2917,P,4301200,3715154,7175,7175,0.17,0.18,0.17,0.19,0,0,0,0,0,0
53,67,10500,53067010500,7738,3943,P,7019400,6433081,53,67,10100,53067010100,3100,2064,P,5005132,3187486,273,0,0,0,0.01,0,0,0,0,0,0,0
53,67,10500,53067010500,7738,3943,P,7019400,6433081,53,67,10510,53067010510,1703,1026,P,2686574,2686574,2680026,2680026,38.18,41.66,99.76,99.76,1703,22.01,100,1026,26.02,100
53,67,10500,53067010500,7738,3943,P,7019400,6433081,53,67,10520,53067010520,6035,2917,P,4301200,3715154,4294025,3707979,61.17,57.64,99.83,99.81,6035,77.99,100,2917,73.98,100
53,67,10500,53067010500,7738,3943,P,7019400,6433081,53,67,10910,53067010910,6567,3057,P,6291883,6285663,44087,44087,0.63,0.69,0.7,0.7,0,0,0,0,0,0
53,67,10500,53067010500,7738,3943,P,7019400,6433081,53,67,11000,53067011000,4879,2107,P,30497546,27944344,989,989,0.01,0.02,0,0,0,0,0,0,0,0
53,67,10600,53067010600,5960,2698,W,4534129,4144604,53,67,10600,53067010600,5960,2698,W,4534129,4144604,4534129,4144604,100,100,100,100,5960,100,100,2698,100,100
53,67,10700,53067010700,5422,2110,W,5281060,5263388,53,67,10700,53067010700,5422,2110,W,5281060,5263388,5281060,5263388,100,100,100,100,5422,100,100,2110,100,100
53,67,10800,53067010800,6309,3018,P,16774204,16585755,53,67,10800,53067010800,6309,3018,P,16756792,16568343,16719662,16531213,99.67,99.67,99.78,99.78,6309,100,100,3018,100,100
53,67,10800,53067010800,6309,3018,P,16774204,16585755,53,67,10920,53067010920,4122,2011,P,9358058,9144799,54542,54542,0.33,0.33,0.58,0.6,0,0,0,0,0,0
53,67,10900,53067010900,10689,5068,P,15551312,15331833,53,67,10910,53067010910,6567,3057,P,6291883,6285663,6247796,6241576,40.18,40.71,99.3,99.3,6567,61.44,100,3057,60.32,100
53,67,10900,53067010900,10689,5068,P,15551312,15331833,53,67,10920,53067010920,4122,2011,P,9358058,9144799,9303516,9090257,59.82,59.29,99.42,99.4,4122,38.56,100,2011,39.68,100
53,67,11000,53067011000,4880,2109,P,30730515,28177313,53,67,10510,53067010510,1703,1026,P,2686574,2686574,6548,6548,0.02,0.02,0.24,0.24,0,0,0,0,0,0
53,67,11000,53067011000,4880,2109,P,30730515,28177313,53,67,11000,53067011000,4879,2107,P,30497546,27944344,30493900,27940698,99.23,99.16,99.99,99.99,4879,99.98,100,2107,99.91,100
53,67,11000,53067011000,4880,2109,P,30730515,28177313,53,67,12000,53067012000,7158,2649,P,39269402,23576362,230067,230067,0.75,0.82,0.59,0.98,1,0.02,0.01,2,0.09,0.08
53,67,11100,53067011100,3568,1550,W,8934304,6724028,53,67,11100,53067011100,3568,1550,W,8934304,6724028,8934304,6724028,100,100,100,100,3568,100,100,1550,100,100
53,67,11200,53067011200,4960,2397,P,6850680,6800323,53,67,11200,53067011200,4960,2397,W,6825601,6775244,6825601,6775244,99.63,99.63,100,100,4960,100,100,2397,100,100
53,67,11200,53067011200,4960,2397,P,6850680,6800323,53,67,12212,53067012212,7005,3301,P,10039187,10039187,25079,25079,0.37,0.37,0.25,0.25,0,0,0,0,0,0
53,67,11300,53067011300,4336,2253,W,3840365,3321881,53,67,11300,53067011300,4336,2253,W,3840365,3321881,3840365,3321881,100,100,100,100,4336,100,100,2253,100,100
53,67,11410,53067011410,5159,2076,W,2648011,2648011,53,67,11410,53067011410,5159,2076,W,2648011,2648011,2648011,2648011,100,100,100,100,5159,100,100,2076,100,100
53,67,11420,53067011420,6707,2718,W,6323650,5632092,53,67,11420,53067011420,6707,2718,W,6323650,5632092,6323650,5632092,100,100,100,100,6707,100,100,2718,100,100
53,67,11500,53067011500,5759,2306,W,4455287,4455287,53,67,11500,53067011500,5759,2306,W,4455287,4455287,4455287,4455287,100,100,100,100,5759,100,100,2306,100,100
53,67,11610,53067011610,7501,3038,W,9341622,8000935,53,67,11610,53067011610,7501,3038,W,9341622,8000935,9341622,8000935,100,100,100,100,7501,100,100,3038,100,100
53,67,11620,53067011620,20566,8772,P,21294292,19946573,53,67,11621,53067011621,6863,3253,W,4619622,4525264,4619622,4525264,21.69,22.69,100,100,6863,33.37,100,3253,37.08,100
53,67,11620,53067011620,20566,8772,P,21294292,19946573,53,67,11622,53067011622,4414,1639,W,2626993,2159350,2626993,2159350,12.34,10.83,100,100,4414,21.46,100,1639,18.68,100
53,67,11620,53067011620,20566,8772,P,21294292,19946573,53,67,11623,53067011623,5581,2405,W,3038355,3031371,3038355,3031371,14.27,15.2,100,100,5581,27.14,100,2405,27.42,100
53,67,11620,53067011620,20566,8772,P,21294292,19946573,53,67,11624,53067011624,3708,1475,W,11009322,10230588,11009322,10230588,51.7,51.29,100,100,3708,18.03,100,1475,16.81,100
53,67,11700,53067011700,12042,4833,P,30294010,29165091,53,67,11710,53067011710,7502,3072,W,9538187,9053405,9538187,9053405,31.49,31.04,100,100,7502,62.3,100,3072,63.56,100
53,67,11700,53067011700,12042,4833,P,30294010,29165091,53,67,11720,53067011720,4540,1761,W,20755823,20111686,20755823,20111686,68.51,68.96,100,100,4540,37.7,100,1761,36.44,100
53,67,11810,53067011810,3521,1412,P,189562157,189221702,53,67,11810,53067011810,3521,1412,W,189525477,189185022,189525477,189185022,99.98,99.98,100,100,3521,100,100,1412,100,100
53,67,11810,53067011810,3521,1412,P,189562157,189221702,53,67,11900,53067011900,6767,3459,P,160422522,135812618,36680,36680,0.02,0.02,0.02,0.03,0,0,0,0,0,0
53,67,11820,53067011820,8351,3325,P,70723997,69584428,53,67,10800,53067010800,6309,3018,P,16756792,16568343,37130,37130,0.05,0.05,0.22,0.22,0,0,0,0,0,0
