,Unnamed: 0,Id,Geography,City,Percentage: Public transportation (excluding taxicab),Percentage: Nonfamily household,Married-couple family household with own children ,Percentage: bachelors degree or higher,Population 25 years and over,Median income,Percentage: Renter-occupied housing units,Renter-occupied housing units; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 30 percent or more,Median House value (dollars),Dwelling Units: - 3 or 4,Dwelling Units: -5 or more, 3 or more vehicles available,Percentage: Not Hispanic or Latino: - White ,Year,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_home_price_distribution_2015,def_2
363,363,53033032212,"Census Tract 322.12, King County, Washington",Klahanie,6,17,1283.0,70.8,5062.0,126146,21,41.1,641300,34,731,402,0.6,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
375,375,53033032319,"Census Tract 323.19, King County, Washington",Woodinville,6,53,270.0,50.3,3164.0,68370,63,32.1,600700,160,1555,381,0.86,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
377,377,53033032321,"Census Tract 323.21, King County, Washington",Cottage Lake,2,10,810.0,75.4,2940.0,199542,6,13.7,607300,0,67,602,0.61,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
378,378,53033032322,"Census Tract 323.22, King County, Washington",Cottage Lake,5,11,496.0,67.5,2196.0,147750,7,37.2,542100,0,0,455,0.82,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
382,382,53033032326,"Census Tract 323.26, King County, Washington",Cottage Lake,6,17,471.0,63.8,2184.0,138917,13,28.5,592500,0,147,562,0.77,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
383,383,53033032327,"Census Tract 323.27, King County, Washington",Union Hill Novelty Hill,3,25,149.0,64.4,2824.0,101563,5,19.6,629600,0,9,372,0.89,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
384,384,53033032328,"Census Tract 323.28, King County, Washington",Union Hill Novelty Hill,3,15,416.0,61.4,2185.0,112917,10,40.5,489400,0,21,544,0.83,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
385,385,53033032329,"Census Tract 323.29, King County, Washington",Union Hill Novelty Hill,3,20,1545.0,76.4,3903.0,136616,25,29.8,397700,29,750,530,0.52,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
386,386,53033032401,"Census Tract 324.01, King County, Washington",Duvall,3,33,591.0,41.2,3623.0,92500,19,4.0,379500,17,32,812,0.93,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
387,387,53033032402,"Census Tract 324.02, King County, Washington",Duvall,4,24,805.0,43.3,3623.0,106824,15,24.5,418300,16,74,930,0.87,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
388,388,53033032500,"Census Tract 325, King County, Washington",Carnation,2,26,443.0,43.3,3220.0,95309,20,38.1,436900,38,27,804,0.85,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
389,389,53033032601,"Census Tract 326.01, King County, Washington",Fall City,2,27,256.0,38.5,2013.0,84583,29,43.7,458700,0,0,343,0.99,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
390,390,53033032602,"Census Tract 326.02, King County, Washington",Snoqualmie,5,12,1980.0,60.9,5922.0,132072,14,24.6,336800,62,97,709,0.8,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
391,391,53033032702,"Census Tract 327.02, King County, Washington",North Bend,2,24,865.0,38.5,4256.0,100309,21,18.5,297700,50,215,911,0.89,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
392,392,53033032703,"Census Tract 327.03, King County, Washington",Snoqualmieres,3,29,254.0,35.7,1211.0,77483,39,41.2,366600,39,51,249,0.88,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
393,393,53033032704,"Census Tract 327.04, King County, Washington",North Bend,1,26,550.0,36.1,4050.0,70471,31,32.4,397600,119,445,637,0.88,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
524,524,53033020100,"Census Tract 201, King County, Washington",Shoreline,5,31,,54.7,,83233,12,73.0,518600,19,57,350,0.84,2010,560088.0,,,None,,None
525,525,53033020200,"Census Tract 202, King County, Washington",Shoreline,10,30,,53.9,,83032,27,194.0,428300,0,639,482,0.79,2010,462564.00000000006,,,None,,None
526,526,53033020300,"Census Tract 203, King County, Washington",Shoreline,10,45,,41.2,,54773,48,379.0,358100,20,1082,390,0.73,2010,386748.0,,,None,,None
527,527,53033020401,"Census Tract 204.01, King County, Washington",Shoreline,11,41,,38.8,,65353,27,187.0,335400,48,346,292,0.7,2010,362232.0,,,None,,None
528,528,53033020402,"Census Tract 204.02, King County, Washington",Lake Forest Park,10,42,,45.0,,61823,36,371.0,374900,229,431,473,0.77,2010,404892.0,,,None,,None
529,529,53033020500,"Census Tract 205, King County, Washington",Shoreline,10,45,,37.1,,61725,35,316.0,334600,99,661,629,0.69,2010,361368.0,,,None,,None
530,530,53033020600,"Census Tract 206, King County, Washington",Shoreline,10,22,,32.1,,82148,11,89.0,359300,0,67,358,0.49,2010,388044.0,,,None,,None
531,531,53033020700,"Census Tract 207, King County, Washington",Shoreline,17,48,,37.7,,52929,45,174.0,365300,45,388,201,0.67,2010,394524.0,,,None,,None
532,532,53033020800,"Census Tract 208, King County, Washington",Shoreline,8,25,,60.2,,100417,18,120.0,457600,0,251,496,0.84,2010,494208.00000000006,,,None,,None
533,533,53033020900,"Census Tract 209, King County, Washington",Shoreline,20,32,,56.1,,82941,20,92.0,384600,24,371,357,0.69,2010,415368.0,,,None,,None
534,534,53033021000,"Census Tract 210, King County, Washington",Shoreline,10,35,,35.8,,67875,31,308.0,356100,15,399,541,0.54,2010,384588.0,,,None,,None
535,535,53033021100,"Census Tract 211, King County, Washington",Shoreline,9,36,,41.0,,58462,36,230.0,339500,0,385,317,0.6,2010,366660.0,,,None,,None
536,536,53033021300,"Census Tract 213, King County, Washington",Lake Forest Park,16,51,,40.2,,57614,43,263.0,398700,87,547,254,0.71,2010,430596.0,,,None,,None
537,537,53033021400,"Census Tract 214, King County, Washington",Lake Forest Park,10,25,,54.3,,96850,8,25.0,468600,0,10,405,0.88,2010,506088.00000000006,,,None,,None
538,538,53033021500,"Census Tract 215, King County, Washington",Lake Forest Park,6,22,,62.3,,114375,7,68.0,483900,0,0,581,0.84,2010,522612.00000000006,,,None,,None
539,539,53033021600,"Census Tract 216, King County, Washington",Kenmore,10,28,,49.8,,94091,18,154.0,412700,129,199,660,0.67,2010,445716.00000000006,,,None,,None
540,540,53033021700,"Census Tract 217, King County, Washington",Kenmore,12,48,,40.9,,57417,48,458.0,375100,13,1465,530,0.68,2010,405108.0,,,None,,None
541,541,53033021802,"Census Tract 218.02, King County, Washington",Bothell,6,32,,48.8,,70266,28,323.0,349900,23,485,257,0.64,2010,377892.0,,,None,,None
542,542,53033021803,"Census Tract 218.03, King County, Washington",Bothell,10,33,,38.5,,60854,35,173.0,383500,194,504,443,0.75,2010,414180.0,,,None,,None
543,543,53033021804,"Census Tract 218.04, King County, Washington",Bothell,2,45,,47.8,,65217,47,336.0,424100,44,699,308,0.74,2010,458028.00000000006,,,None,,None
545,545,53033021904,"Census Tract 219.04, King County, Washington",Kingsgate,10,24,,39.6,,74067,30,187.0,410000,49,372,535,0.54,2010,442800.00000000006,,,None,,None
546,546,53033021905,"Census Tract 219.05, King County, Washington",Kingsgate,6,41,,45.2,,76681,22,167.0,340100,169,419,326,0.72,2010,367308.0,,,None,,None
547,547,53033021906,"Census Tract 219.06, King County, Washington",Woodinville,4,43,,47.0,,87500,19,160.0,377600,99,644,312,0.78,2010,407808.0,,,None,,None
548,548,53033022001,"Census Tract 220.01, King County, Washington",Kenmore,5,43,,44.5,,59191,43,574.0,440600,44,871,501,0.78,2010,475848.00000000006,,,None,,None
549,549,53033022003,"Census Tract 220.03, King County, Washington",Inglewood Finn Hil,8,37,,40.5,,68693,35,244.0,382300,57,500,418,0.75,2010,412884.0,,,None,,None
554,554,53033022201,"Census Tract 222.01, King County, Washington",Inglewood Finn Hil,6,29,,42.2,,75810,24,197.0,369800,131,236,412,0.84,2010,399384.0,,,None,,None
555,555,53033022202,"Census Tract 222.02, King County, Washington",Inglewood Finn Hil,7,44,,41.2,,70281,39,548.0,388400,68,1476,761,0.71,2010,419472.0,,,None,,None
556,556,53033022203,"Census Tract 222.03, King County, Washington",Inglewood Finn Hil,5,26,,64.5,,109609,21,169.0,517700,66,151,514,0.79,2010,559116.0,,,None,,None
557,557,53033022300,"Census Tract 223, King County, Washington",Inglewood Finn Hil,4,25,,60.9,,101932,14,70.0,698800,41,0,348,0.86,2010,754704.0,,,None,,None
567,567,53033022801,"Census Tract 228.01, King County, Washington",Beaux Art Village,16,48,,67.3,,73168,68,1683.0,490000,729,2519,295,0.5,2010,529200.0,,,None,,None
570,570,53033022901,"Census Tract 229.01, King County, Washington",Beaux Art Village,12,23,,67.1,,114756,20,174.0,543200,0,20,242,0.73,2010,586656.0,,,None,,None
571,571,53033022902,"Census Tract 229.02, King County, Washington",Beaux Art Village,5,33,,63.8,,105073,34,591.0,533300,42,798,380,0.75,2010,575964.0,,,None,,None
572,572,53033023000,"Census Tract 230, King County, Washington",Beaux Art Village,10,18,,64.7,,121736,17,194.0,582000,0,44,424,0.69,2010,628560.0,,,None,,None
573,573,53033023100,"Census Tract 231, King County, Washington",Beaux Art Village,11,27,,52.7,,74280,17,94.0,477900,65,53,280,0.69,2010,516132.00000000006,,,None,,None
574,574,53033023201,"Census Tract 232.01, King County, Washington",Beaux Art Village,12,40,,57.8,,73908,67,893.0,416500,138,1798,252,0.41,2010,449820.00000000006,,,None,,None
575,575,53033023202,"Census Tract 232.02, King County, Washington",Beaux Art Village,22,46,,36.7,,47159,69,463.0,403600,221,1110,129,0.47,2010,435888.0,,,None,,None
576,576,53033023300,"Census Tract 233, King County, Washington",Beaux Art Village,11,34,,43.6,,74488,22,169.0,436800,30,175,554,0.67,2010,471744.00000000006,,,None,,None
577,577,53033023401,"Census Tract 234.01, King County, Washington",Beaux Art Village,7,40,,50.5,,69375,42,251.0,406600,128,362,295,0.63,2010,439128.0,,,None,,None
578,578,53033023403,"Census Tract 234.03, King County, Washington",Beaux Art Village,8,35,,58.2,,103011,18,243.0,501700,100,272,442,0.78,2010,541836.0,,,None,,None
579,579,53033023404,"Census Tract 234.04, King County, Washington",Bellevue,4,21,,70.3,,120682,7,39.0,612300,0,133,336,0.88,2010,661284.0,,,None,,None
580,580,53033023500,"Census Tract 235, King County, Washington",Beaux Art Village,5,36,,61.3,,88393,36,313.0,578900,215,245,290,0.73,2010,625212.0,,,None,,None
581,581,53033023601,"Census Tract 236.01, King County, Washington",Beaux Art Village,5,46,,55.5,,65093,46,339.0,535400,46,904,145,0.63,2010,578232.0,,,None,,None
582,582,53033023603,"Census Tract 236.03, King County, Washington",Beaux Art Village,18,48,,52.0,,57500,70,883.0,481500,205,1519,167,0.43,2010,520020.00000000006,,,None,,None
583,583,53033023604,"Census Tract 236.04, King County, Washington",Beaux Art Village,9,40,,49.5,,62692,65,945.0,477700,302,1218,286,0.5,2010,515916.00000000006,,,None,,None
584,584,53033023700,"Census Tract 237, King County, Washington",Beaux Art Village,5,39,,64.2,,89602,27,241.0,676000,141,431,322,0.76,2010,730080.0,,,None,,None
585,585,53033023801,"Census Tract 238.01, King County, Washington",Beaux Art Village,10,48,,57.3,,64302,59,462.0,509500,38,685,98,0.75,2010,550260.0,,,None,,None
586,586,53033023803,"Census Tract 238.03, King County, Washington",Beaux Art Village,8,64,,56.7,,86563,80,577.0,445700,11,1824,12,0.59,2010,481356.00000000006,,,None,,None
587,587,53033023804,"Census Tract 238.04, King County, Washington",Beaux Art Village,13,75,,71.7,,63056,76,736.0,519800,0,2597,0,0.59,2010,561384.0,,,None,,None
588,588,53033023900,"Census Tract 239, King County, Washington",Beaux Art Village,6,34,,65.9,,93698,32,461.0,874700,71,920,562,0.84,2010,944676.0000000001,,,None,,None
589,589,53033024000,"Census Tract 240, King County, Washington",Beaux Art Village,4,45,,65.1,,89781,39,785.0,731200,226,1388,412,0.76,2010,789696.0,,,None,,None
590,590,53033024100,"Census Tract 241, King County, Washington",Clyde Hill,3,13,,76.5,,184375,8,47.0,1000000,0,13,582,0.85,2010,1080000.0,,,None,,None
591,591,53033024200,"Census Tract 242, King County, Washington",Beaux Art Village,3,21,,78.7,,175250,14,92.0,1000000,0,0,394,0.86,2010,1080000.0,,,None,,None
592,592,53033024300,"Census Tract 243, King County, Washington",Beaux Art Village,6,44,,68.0,,91734,30,432.0,781500,24,1373,557,0.77,2010,844020.0,,,None,,None
593,593,53033024400,"Census Tract 244, King County, Washington",Beaux Art Village,6,39,,69.4,,89224,65,478.0,695400,33,873,131,0.72,2010,751032.0,,,None,,None
594,594,53033024500,"Census Tract 245, King County, Washington",Beaux Art Village,6,20,,77.7,,139469,12,89.0,897000,8,0,524,0.76,2010,968760.0000000001,,,None,,None
595,595,53033024601,"Census Tract 246.01, King County, Washington",Beaux Art Village,6,18,,85.5,,164353,4,56.0,963600,0,0,540,0.82,2010,1040688.0000000001,,,None,,None
596,596,53033024602,"Census Tract 246.02, King County, Washington",Beaux Art Village,5,10,,86.2,,179010,3,15.0,1000000,0,27,450,0.8,2010,1080000.0,,,None,,None
597,597,53033024701,"Census Tract 247.01, King County, Washington",Beaux Art Village,7,34,,60.1,,75257,25,157.0,470100,12,477,244,0.61,2010,507708.00000000006,,,None,,None
598,598,53033024702,"Census Tract 247.02, King County, Washington",Newcastle,9,31,,52.4,,96793,14,271.0,535600,12,403,482,0.67,2010,578448.0,,,None,,None
599,599,53033024800,"Census Tract 248, King County, Washington",Beaux Art Village,11,29,,58.8,,67530,39,467.0,376400,296,741,304,0.51,2010,406512.0,,,None,,None
600,600,53033024901,"Census Tract 249.01, King County, Washington",Beaux Art Village,5,14,,70.2,,115824,8,127.0,670900,0,27,606,0.58,2010,724572.0,,,None,,None
601,601,53033024902,"Census Tract 249.02, King County, Washington",Beaux Art Village,6,13,,57.9,,98039,13,33.0,601000,0,94,408,0.6,2010,649080.0,,,None,,None
602,602,53033024903,"Census Tract 249.03, King County, Washington",Bellevue,9,12,,77.2,,140370,6,44.0,660300,0,0,676,0.52,2010,713124.0,,,None,,None
603,603,53033025001,"Census Tract 250.01, King County, Washington",Newcastle,4,24,,58.2,,86166,28,192.0,500400,0,339,434,0.71,2010,540432.0,,,None,,None
604,604,53033025003,"Census Tract 250.03, King County, Washington",Beaux Art Village,6,23,,73.5,,127676,27,444.0,789100,27,876,792,0.67,2010,852228.0,,,None,,None
605,605,53033025005,"Census Tract 250.05, King County, Washington",Newcastle,5,32,,74.7,,104297,20,175.0,641900,0,684,420,0.54,2010,693252.0,,,None,,None
606,606,53033025006,"Census Tract 250.06, King County, Washington",Bellevue,10,17,,77.1,,115135,33,294.0,641700,86,429,288,0.66,2010,693036.0,,,None,,None
607,607,53033025101,"Census Tract 251.01, King County, Washington",Renton,4,25,,38.0,,71250,46,495.0,422600,147,761,419,0.47,2010,456408.00000000006,,,None,,None
608,608,53033025102,"Census Tract 251.02, King County, Washington",Renton,4,28,,36.4,,84408,26,334.0,403900,103,344,738,0.46,2010,436212.0,,,None,,None
609,609,53033025200,"Census Tract 252, King County, Washington",Renton,6,37,,33.7,,67000,31,249.0,341300,100,631,786,0.56,2010,368604.0,,,None,,None
610,610,53033025301,"Census Tract 253.01, King County, Washington",Renton,7,62,,36.0,,70698,57,584.0,433700,164,1083,340,0.75,2010,468396.00000000006,,,None,,None
611,611,53033025302,"Census Tract 253.02, King County, Washington",Renton,13,77,,33.7,,43921,79,940.0,256200,272,1662,107,0.54,2010,276696.0,,,None,,None
612,612,53033025400,"Census Tract 254, King County, Washington",Renton,7,45,,19.1,,47282,60,609.0,269600,229,1319,406,0.51,2010,291168.0,,,None,,None
613,613,53033025500,"Census Tract 255, King County, Washington",Renton,11,41,,18.7,,44541,47,400.0,258100,84,663,383,0.41,2010,278748.0,,,None,,None
614,614,53033025601,"Census Tract 256.01, King County, Washington",Renton,9,43,,25.4,,60112,33,389.0,286800,0,520,346,0.44,2010,309744.0,,,None,,None
615,615,53033025602,"Census Tract 256.02, King County, Washington",Renton,2,13,,38.3,,89072,10,142.0,415900,0,0,618,0.64,2010,449172.00000000006,,,None,,None
616,616,53033025701,"Census Tract 257.01, King County, Washington",Renton,8,53,,22.6,,46998,62,653.0,287700,149,1790,416,0.6,2010,310716.0,,,None,,None
617,617,53033025702,"Census Tract 257.02, King County, Washington",Renton,3,28,,32.3,,90647,23,160.0,316400,0,172,363,0.58,2010,341712.0,,,None,,None
618,618,53033025803,"Census Tract 258.03, King County, Washington",Renton,10,34,,21.2,,50785,47,321.0,254000,49,770,274,0.45,2010,274320.0,,,None,,None
619,619,53033025804,"Census Tract 258.04, King County, Washington",Renton,7,25,,30.6,,66378,15,137.0,299900,24,14,436,0.58,2010,323892.0,,,None,,None
620,620,53033025805,"Census Tract 258.05, King County, Washington",Renton,11,33,,36.9,,61447,45,415.0,287100,80,670,364,0.52,2010,310068.0,,,None,,None
621,621,53033025806,"Census Tract 258.06, King County, Washington",Renton,8,28,,34.2,,70238,34,251.0,392200,76,450,505,0.33,2010,423576.0,,,None,,None
622,622,53033026001,"Census Tract 260.01, King County, Washington",Bryn Mawr Skyway,8,28,,29.6,,71199,16,101.0,358600,15,102,501,0.38,2010,387288.0,,,None,,None
623,623,53033026002,"Census Tract 260.02, King County, Washington",Renton,13,35,,24.3,,39798,59,845.0,324800,68,1440,408,0.22,2010,350784.0,,,None,,None
624,624,53033026100,"Census Tract 261, King County, Washington",Bryn Mawr Skyway,13,38,,24.8,,48311,37,283.0,307600,105,682,593,0.26,2010,332208.0,,,None,,None
625,625,53033026200,"Census Tract 262, King County, Washington",Renton,5,45,,22.1,,41162,63,546.0,286900,171,1509,357,0.48,2010,309852.0,,,None,,None
626,626,53033026300,"Census Tract 263, King County, Washington",Tukwila,2,37,,18.9,,49886,37,69.0,314700,55,49,120,0.36,2010,339876.0,,,None,,None
627,627,53033026400,"Census Tract 264, King County, Washington",Boulevard Park,7,41,,14.3,,43773,55,494.0,274100,176,1322,329,0.54,2010,296028.0,,,None,,None
628,628,53033026500,"Census Tract 265, King County, Washington",Burien,17,35,,12.9,,50922,46,96.0,247600,44,75,238,0.4,2010,267408.0,,,None,,None
629,629,53033026600,"Census Tract 266, King County, Washington",Burien,8,31,,16.5,,49866,38,120.0,332000,0,50,242,0.4,2010,358560.0,,,None,,None
630,630,53033026700,"Census Tract 267, King County, Washington",Burien,15,29,,28.1,,54036,37,262.0,376700,95,385,489,0.67,2010,406836.0,,,None,,None
631,631,53033026801,"Census Tract 268.01, King County, Washington",Burien,10,42,,8.3,,33231,61,463.0,287100,64,967,356,0.34,2010,310068.0,,,None,,None
632,632,53033026802,"Census Tract 268.02, King County, Washington",Burien,15,31,,13.4,,40879,39,140.0,272600,25,325,401,0.42,2010,294408.0,,,None,,None
633,633,53033027000,"Census Tract 270, King County, Washington",Riverton,5,35,,17.1,,48698,31,167.0,285200,28,89,371,0.5,2010,308016.0,,,None,,None
634,634,53033027100,"Census Tract 271, King County, Washington",Riverton,22,42,,14.0,,40921,59,378.0,276000,19,611,368,0.42,2010,298080.0,,,None,,None
635,635,53033027200,"Census Tract 272, King County, Washington",Tukwila,13,37,,24.7,,62959,32,31.0,325300,17,225,221,0.51,2010,351324.0,,,None,,None
636,636,53033027300,"Census Tract 273, King County, Washington",SeaTac,9,25,,10.5,,47731,52,305.0,260200,158,607,592,0.42,2010,281016.0,,,None,,None
637,637,53033027400,"Census Tract 274, King County, Washington",Burien,7,36,,17.0,,53822,31,179.0,279700,59,108,560,0.54,2010,302076.0,,,None,,None
638,638,53033027500,"Census Tract 275, King County, Washington",Burien,14,46,,17.8,,58537,38,204.0,266800,27,389,307,0.63,2010,288144.0,,,None,,None
639,639,53033027600,"Census Tract 276, King County, Washington",Burien,12,33,,28.7,,53908,48,258.0,416000,160,732,229,0.48,2010,449280.00000000006,,,None,,None
640,640,53033027701,"Census Tract 277.01, King County, Washington",Vashon,19,41,,60.2,,75402,15,212.0,469100,83,85,691,0.93,2010,506628.00000000006,,,None,,None
641,641,53033027702,"Census Tract 277.02, King County, Washington",Burien,12,30,,54.9,,83250,17,116.0,489700,0,10,774,0.91,2010,528876.0,,,None,,None
642,642,53033027800,"Census Tract 278, King County, Washington",Burien,3,29,,56.6,,78575,16,50.0,446800,0,44,410,0.93,2010,482544.00000000006,,,None,,None
643,643,53033027900,"Census Tract 279, King County, Washington",Burien,8,54,,26.1,,51250,49,670.0,335400,190,1192,408,0.73,2010,362232.0,,,None,,None
644,644,53033028000,"Census Tract 280, King County, Washington",Burien,9,52,,9.4,,35332,86,494.0,290200,62,1402,151,0.44,2010,313416.0,,,None,,None
645,645,53033028100,"Census Tract 281, King County, Washington",Seatac,16,40,,16.4,,41389,69,127.0,311100,18,524,146,0.27,2010,335988.0,,,None,,None
646,646,53033028200,"Census Tract 282, King County, Washington",Tukwila,10,43,,18.8,,38283,61,478.0,242300,233,828,171,0.43,2010,261684.00000000003,,,None,,None
647,647,53033028300,"Census Tract 283, King County, Washington",Tukwila,3,33,,26.8,,75208,26,172.0,276600,34,100,439,0.49,2010,298728.0,,,None,,None
648,648,53033028402,"Census Tract 284.02, King County, Washington",SeaTac,16,33,,13.6,,40785,55,388.0,279500,26,657,421,0.36,2010,301860.0,,,None,,None
649,649,53033028403,"Census Tract 284.03, King County, Washington",SeaTac,9,52,,12.3,,37108,51,454.0,212500,66,1307,385,0.56,2010,229500.00000000003,,,None,,None
650,650,53033028500,"Census Tract 285, King County, Washington",SeaTac,4,43,,21.9,,45868,52,272.0,297300,37,679,405,0.74,2010,321084.0,,,None,,None
651,651,53033028600,"Census Tract 286, King County, Washington",Normandy Park,3,31,,44.5,,72000,23,166.0,539100,94,462,674,0.86,2010,582228.0,,,None,,None
652,652,53033028700,"Census Tract 287, King County, Washington",De Moines,4,24,,24.4,,71190,12,113.0,300000,0,12,637,0.7,2010,324000.0,,,None,,None
653,653,53033028801,"Census Tract 288.01, King County, Washington",SeaTac,4,37,,14.6,,62865,20,61.0,243600,12,149,230,0.54,2010,263088.0,,,None,,None
654,654,53033028802,"Census Tract 288.02, King County, Washington",SeaTac,13,36,,13.9,,39235,60,502.0,346700,327,1163,201,0.31,2010,374436.0,,,None,,None
655,655,53033028901,"Census Tract 289.01, King County, Washington",Des Moines,5,49,,29.1,,58924,40,246.0,270700,85,742,302,0.78,2010,292356.0,,,None,,None
656,656,53033028902,"Census Tract 289.02, King County, Washington",Des Moines,12,45,,18.6,,43101,61,348.0,247400,394,1469,372,0.44,2010,267192.0,,,None,,None
657,657,53033029001,"Census Tract 290.01, King County, Washington",Des Moines,6,44,,20.2,,76338,14,71.0,310800,128,359,466,0.69,2010,335664.0,,,None,,None
658,658,53033029003,"Census Tract 290.03, King County, Washington",Des Moines,5,32,,11.8,,57033,50,426.0,281800,119,811,490,0.51,2010,304344.0,,,None,,None
659,659,53033029004,"Census Tract 290.04, King County, Washington",Kent,8,42,,9.0,,36772,63,320.0,169300,132,729,271,0.25,2010,182844.0,,,None,,None
660,660,53033029101,"Census Tract 291.01, King County, Washington",kent,7,34,,32.1,,69511,13,51.0,333200,20,305,227,0.42,2010,359856.0,,,None,,None
661,661,53033029102,"Census Tract 291.02, King County, Washington",Kent,6,33,,18.8,,63868,24,153.0,290100,27,210,433,0.62,2010,313308.0,,,None,,None
662,662,53033029203,"Census Tract 292.03, King County, Washington",Kent,11,50,,18.1,,29509,73,313.0,307100,29,756,154,0.49,2010,331668.0,,,None,,None
663,663,53033029204,"Census Tract 292.04, King County, Washington",Kent,8,39,,25.9,,60400,58,776.0,351600,75,1459,574,0.42,2010,379728.0,,,None,,None
664,664,53033029205,"Census Tract 292.05, King County, Washington",Kent,4,56,,28.5,,48271,44,419.0,231700,187,1125,149,0.5,2010,250236.00000000003,,,None,,None
665,665,53033029206,"Census Tract 292.06, King County, Washington",Kent,15,52,,13.3,,29727,82,358.0,145300,159,1496,136,0.42,2010,156924.0,,,None,,None
666,666,53033029303,"Census Tract 293.03, King County, Washington",Renton,8,46,,35.0,,68132,39,603.0,298400,307,969,577,0.52,2010,322272.0,,,None,,None
667,667,53033029304,"Census Tract 293.04, King County, Washington",Renton,6,23,,34.7,,88310,22,193.0,340100,0,395,696,0.69,2010,367308.0,,,None,,None
668,668,53033029305,"Census Tract 293.05, King County, Washington",Renton,3,18,,28.1,,66071,29,54.0,353800,62,51,339,0.59,2010,382104.0,,,None,,None
669,669,53033029306,"Census Tract 293.06, King County, Washington",Renton,5,35,,25.4,,61691,14,23.0,285000,10,175,312,0.74,2010,307800.0,,,None,,None
670,670,53033029307,"Census Tract 293.07, King County, Washington",Renton,4,14,,37.9,,90570,11,128.0,342600,0,0,444,0.75,2010,370008.0,,,None,,None
671,671,53033029403,"Census Tract 294.03, King County, Washington",East Hill Meridian,4,25,,30.0,,67339,25,159.0,340000,32,446,539,0.48,2010,367200.0,,,None,,None
672,672,53033029405,"Census Tract 294.05, King County, Washington",East Hill Meridian,3,13,,32.3,,88542,15,121.0,321900,50,27,766,0.53,2010,347652.0,,,None,,None
673,673,53033029406,"Census Tract 294.06, King County, Washington",East Hill Meridian,2,17,,35.4,,79044,24,192.0,345700,32,168,405,0.46,2010,373356.0,,,None,,None
674,674,53033029407,"Census Tract 294.07, King County, Washington",East Hill Meridian,7,28,,14.7,,37393,57,316.0,261200,177,768,296,0.53,2010,282096.0,,,None,,None
675,675,53033029408,"Census Tract 294.08, King County, Washington",East Hill Meridian,12,30,,19.6,,50549,52,275.0,244400,113,736,312,0.39,2010,263952.0,,,None,,None
676,676,53033029502,"Census Tract 295.02, King County, Washington",Kent,7,13,,24.3,,85814,14,190.0,329900,0,71,780,0.61,2010,356292.0,,,None,,None
677,677,53033029503,"Census Tract 295.03, King County, Washington",Kent,13,45,,19.2,,36225,77,840.0,223500,194,2389,380,0.42,2010,241380.00000000003,,,None,,None
678,678,53033029504,"Census Tract 295.04, King County, Washington",Kent,6,36,,20.9,,47741,77,591.0,236400,78,1421,257,0.51,2010,255312.00000000003,,,None,,None
679,679,53033029601,"Census Tract 296.01, King County, Washington",Kent,9,12,,20.5,,69519,29,227.0,313900,148,346,706,0.54,2010,339012.0,,,None,,None
680,680,53033029602,"Census Tract 296.02, King County, Washington",Muckleshoot Res,4,8,,35.8,,98776,4,37.0,379400,0,0,525,0.63,2010,409752.0,,,None,,None
681,681,53033029700,"Census Tract 297, King County, Washington",Kent,7,44,,18.0,,41625,57,460.0,244900,169,1419,505,0.61,2010,264492.0,,,None,,None
682,682,53033029801,"Census Tract 298.01, King County, Washington",Kent,5,44,,30.3,,64146,51,671.0,341200,60,1359,647,0.63,2010,368496.0,,,None,,None
683,683,53033029802,"Census Tract 298.02, King County, Washington",Lakeland North,4,23,,22.0,,78078,19,176.0,302900,0,146,1136,0.66,2010,327132.0,,,None,,None
684,684,53033029901,"Census Tract 299.01, King County, Washington",lakeland North,5,16,,16.0,,70020,26,204.0,285800,66,125,566,0.65,2010,308664.0,,,None,,None
685,685,53033029902,"Census Tract 299.02, King County, Washington",Muckleshoot Res,6,15,,33.9,,95263,8,100.0,353800,0,0,554,0.69,2010,382104.0,,,None,,None
686,686,53033030003,"Census Tract 300.03, King County, Washington",Des Moines,8,25,,27.5,,65574,34,306.0,330000,88,532,643,0.65,2010,356400.0,,,None,,None
687,687,53033030004,"Census Tract 300.04, King County, Washington",Puyallup Res,16,39,,19.3,,41328,67,684.0,258200,244,1918,370,0.43,2010,278856.0,,,None,,None
