Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,"Housing, Median Value Owner Households",Percentage: Education Attainment Bachelors Degree,"Housing, Median Rent","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w 3-4 Units","Percentage: Housing, Occupied Structure w 5+ Units",Percentage: Households w 3 Vehicles,Percentage: Households w 4+ Vehicles,"Percentage: Families, Married w Children Under 18",Total Households,Year
530330111012,Brighton,Rainier Valley,BG0111012,1160,79667,282787,13.72,1219,27.51,9.05,375,41.74,7.47,30.93,14.57,4.2,28.85,423,2014
530330111013,Dunlap,Rainier Valley,BG0111013,1209,33958,307500,12.89,872,42.8,11,373,36.57,0,10.19,14.57,4.57,36.84,412,2014
530330111014,Brighton,Rainier Valley,BG0111014,1383,84127,287778,20.93,981,10.36,12.29,440,28.3,2.95,1.36,14.63,4.08,33.77,422,2014
530330111021,Brighton,Rainier Valley,BG0111021,1261,145833,546875,38.24,736,8.93,74.15,474,14.96,0,0,8.26,1.79,31.37,411,2014
530330111022,Brighton,Rainier Valley,BG0111022,1342,47458,394118,11.71,679,28.85,27.42,472,60.32,4.87,42.58,8.39,1.36,41.16,422,2014
530330111023,Dunlap,Rainier Valley,BG0111023,937,32692,264063,4.33,698,11.83,8.32,330,78.46,0,50.3,8.04,1.61,34.17,423,2014
530330111024,Brighton,Rainier Valley,BG0111024,1115,70427,368182,22.53,651,8.14,32.38,400,40.37,0,9.75,8.44,1.58,30.04,421,2014
530330112001,Highland Park,Delridge,BG0112001,1473,51563,227907,15.35,1262,15.92,29.12,545,41.15,6.24,15.41,19.34,3.09,35.22,408,2014
530330112002,Industrial District,Seattle,BG0112002,938,45289,220370,8.44,668,23.93,42.32,421,61.7,10.69,9.98,19.28,2.83,29.53,418,2014
530330112003,South Park,Seattle,BG0112003,1698,47065,282075,10.1,727,26.74,24.2,602,64.79,8.97,20.27,19.26,2.92,35.05,417,2014
530330113001,Industrial District,Seattle,BG0113001,1769,38679,352486,21.22,893,16.48,47.15,1190,56.57,4.03,69.41,12.5,3.35,26.81,416,2014
530330113002,Highland Park,Delridge,BG0113002,1215,69262,280723,18.08,736,4.34,35.88,442,27.74,0,7.69,12.9,3.41,32.63,415,2014
530330113003,Highland Park,Delridge,BG0113003,1113,58491,239655,37.29,976,22.65,43.67,443,40.38,13.77,0,12.59,3.56,32.24,410,2014
530330113004,Highland Park,Delridge,BG0113004,1130,74315,262879,30.96,720,16.78,53.72,466,27.01,0,9.66,12.5,3.57,28.73,412,2014
530330113005,Highland Park,Delridge,BG0113005,1199,54259,295349,29.43,892,20.03,52.21,518,42.33,7.34,36.87,12.47,3.27,28.93,407,2014
530330114011,South Delridge,Delridge,BG0114011,1412,56912,282955,18.95,981,12.29,43.56,669,80.32,10.76,60.84,15.84,1.92,22.63,407,2014
530330114012,South Delridge,Delridge,BG0114012,1294,68485,241200,38.83,874,11.77,45.36,617,55.04,20.26,37.12,16.07,2.05,29.39,393,2014
530330114013,Highland Park,Delridge,BG0114013,1568,93354,304000,26.05,882,11.45,48.28,604,25.87,0,0,15.91,1.92,27.97,392,2014
530330114021,South Delridge,Delridge,BG0114021,1157,71731,269318,17.58,1045,25.71,37.17,534,45.42,7.12,36.33,6.88,1.25,31.99,393,2014
530330114022,Highland Park,Delridge,BG0114022,1581,35928,229000,21.09,597,18.21,31.37,654,63.52,10.55,46.79,6.63,1,36.75,389,2014
530330114023,Arbor Heights,West Seattle,BG0114023,1691,36941,276923,23.02,682,21.81,44.77,823,60.81,5.22,42.41,6.9,1.04,25.39,386,2014
530330115001,Roxhill,Delridge,BG0115001,1464,92115,337500,25.68,974,20,77.19,637,21.46,0,0,9.43,3.74,36.86,391,2014
530330115002,Fauntleroy,West Seattle,BG0115002,1532,90977,343893,38.85,1068,6.82,72.98,744,34.33,1.61,11.02,9.44,3.58,31.18,387,2014
530330115003,Roxhill,Delridge,BG0115003,1532,68432,362400,27.81,942,20.45,76.63,770,39.54,2.86,22.34,9.51,3.67,32.86,374,2014
530330116001,Fauntleroy,West Seattle,BG0116001,1304,93077,477037,37.53,1322,10.26,84.2,622,33.85,0,14.63,11.51,3.09,32.42,386,2014
530330116002,Fauntleroy,West Seattle,BG0116002,1013,133796,401316,32.05,1185,9.59,83.61,481,17.53,0,0,11.69,3.25,34.88,373,2014
530330116003,Fauntleroy,West Seattle,BG0116003,1307,116667,487313,42.91,676,12.95,83.4,600,13.38,0,0,11.62,2.82,33.8,379,2014
530330116004,Arbor Heights,West Seattle,BG0116004,1063,102941,460396,30.16,1361,10.53,78.08,487,25.49,0,0,11.87,3.08,34.39,366,2014
530330116005,Fauntleroy,West Seattle,BG0116005,896,138830,574324,33.33,881,13.41,84.04,477,38.57,0,15.3,11.66,3.36,35.98,373,2014
530330116006,Seaview,West Seattle,BG0116006,1245,91053,540179,26.71,952,19.61,87.79,620,49.48,18.55,18.39,11.86,3.09,31.73,359,2014
530330117001,Rainier Beach,Rainier Valley,BG0117001,1628,39719,319512,19.89,1068,12.28,8.05,514,50.31,17.7,1.56,20.37,13.44,30.38,370,2014
530330117002,Rainier Beach,Rainier Valley,BG0117002,1647,57110,278889,14.52,907,19.65,11.17,502,27.35,0,0,20.51,13.25,29.81,370,2014
530330117003,South Beacon Hill,Beacon Hill,BG0117003,1440,72154,364286,15.83,856,23.02,10.69,470,28.95,1.49,0,20.49,13.36,30.79,357,2014
530330117004,Rainier Beach,Rainier Valley,BG0117004,1222,65667,266667,15.59,1682,0,11.87,363,18.97,0,0,20.69,13.51,31.91,357,2014
530330118001,Rainier Beach,Rainier Valley,BG0118001,838,82595,423611,29.53,951,4.88,53.94,465,24.21,1.51,37.2,8.72,5.08,27.18,364,2014
530330118002,Rainier Beach,Rainier Valley,BG0118002,957,45278,284375,27.05,936,17.43,38.24,424,37.1,0,13.92,9.09,5.41,29,350,2014
530330118003,Rainier Beach,Rainier Valley,BG0118003,1144,66842,275806,27.16,1750,21.4,18.71,393,35.03,0,0,8.82,5.08,25.19,348,2014
530330118004,Rainier Beach,Rainier Valley,BG0118004,1174,14181,246667,4.01,587,40.26,10.22,520,80.62,22.5,32.69,8.69,5.35,19.59,337,2014
530330118005,Dunlap,Rainier Valley,BG0118005,1345,75000,278947,15.45,921,21.16,7.66,416,39.12,4.33,9.38,9.07,5.44,30.04,336,2014
530330118006,Dunlap,Rainier Valley,BG0118006,2347,52841,361842,5.54,801,16.22,8.39,873,80.03,14.89,56.13,8.86,5.24,31.57,326,2014
530330119001,Rainier View,Rainier Valley,BG0119001,1433,71429,324638,40.49,921,18.47,37.26,602,21.98,0,2.82,25.23,4.14,27.53,325,2014
530330119002,Rainier View,Rainier Valley,BG0119002,1561,65179,272785,29.58,862,7.74,31.52,626,21.25,0,0,25.21,4.28,24.61,311,2014
530330119003,Rainier View,Rainier Valley,BG0119003,1332,101000,358940,23.08,683,4.4,16.07,463,22.22,0,12.53,25.46,3.94,33.85,316,2014
530330119004,Rainier View,Rainier Valley,BG0119004,1612,66243,234146,14.6,1273,2.07,16.19,510,28.81,0,0,25.31,4.12,29.73,310,2014
530330119005,Rainier View,Rainier Valley,BG0119005,1668,77481,256757,21.67,1526,7.01,17.33,545,30.35,12.11,0,25.29,4.09,30.05,291,2014
530330120001,Arbor Heights,West Seattle,BG0120001,1160,75240,304094,23.31,1154,12.23,71.38,577,24.45,0,6.59,19.85,2.76,34.86,257,2014
530330120002,Arbor Heights,West Seattle,BG0120002,1266,93687,339806,30.65,1261,7.15,79.7,536,16.12,0,0,19.77,2.69,34.02,202,2014
530330120003,Arbor Heights,West Seattle,BG0120003,1179,91484,366337,34.31,1438,9.84,77.18,517,19.27,0,4.26,19.68,2.64,36.72,202,2014
530330121001,Arbor Heights,West Seattle,BG0121001,1213,116429,568182,33.96,1750,3.53,84.67,596,14.94,0,19.63,16.39,4.19,27.22,188,2014
530330121002,Arbor Heights,West Seattle,BG0121002,1637,100562,378440,26.29,1401,4.14,79.17,714,14.56,0,1.68,16.3,3.93,31.47,174,2014
530330260011,Bitter Lake,Seattle,BG0260011,1327,110616,341111,35.27,1138,0,38.81,543,18.34,0,0,23.36,10.23,26.59,146,2014
530330264004,Bitter Lake,Seattle,BG0264004,1438,61975,264732,16.72,1064,1.99,50.07,709,50.76,6.77,49.22,10.52,3.2,20.06,15,2014
530330265001,Broadview,Seattle,BG0265001,568,57979,243243,4.04,571,0,37.5,237,60.4,0,2.11,12.87,3.96,26.12,2,2014
530330001001,Cedar Park,Lake City,BG0001001,1361,134409,497222,40.95,1633,10.33,74.28,612,17.39,0,0,8.17,0.87,28.08,1820,2015
530330001002,Cedar Park,Lake City,BG0001002,1331,29301,306250,27.82,824,29.02,40.27,705,84.8,7.8,59.72,8.15,0.94,26.49,1722,2015
530330001003,Cedar Park,Lake City,BG0001003,1445,60544,420000,31.53,784,15.24,53.98,800,68.94,17.88,41.38,8.17,0.94,26.92,1551,2015
530330001004,Cedar Park,Lake City,BG0001004,1634,32153,1000000,11.49,676,23.98,31.33,911,94.3,3.4,74.09,8.08,0.83,24.84,1444,2015
530330001005,Cedar Park,Lake City,BG0001005,1025,49677,322222,32.04,949,25.56,51.8,689,90.94,0,76.63,8.09,0.81,16.78,1416,2015
530330002001,Olympic Hills,Lake City,BG0002001,1174,82534,351337,36.98,880,16.61,57.07,490,29.31,10,3.67,9.7,1.29,31.93,1386,2015
530330002002,Victory Heights,Lake City,BG0002002,1466,40333,372593,29.95,796,12.52,50.82,633,49.58,0,35.07,9.75,1.18,28.77,1327,2015
530330002003,Pinehurst,Northgate,BG0002003,1644,62816,248696,33.77,888,31.29,55.78,896,73.68,4.69,67.86,9.64,1.18,25,1311,2015
530330002004,Pinehurst,Northgate,BG0002004,1136,58640,311724,32.37,1033,7.1,62.85,619,43.49,2.91,50.73,9.76,1.37,21.61,1299,2015
530330002005,Pinehurst,Northgate,BG0002005,1408,49375,284483,36.14,897,8.36,61.72,741,49.72,7.96,42.38,9.69,1.12,26.1,1228,2015
530330002006,Olympic Hills,Lake City,BG0002006,1415,104044,363054,40.86,1750,14.21,68.13,594,25.18,0,2.86,9.86,1.23,31.64,1208,2015
530330003001,Haller Lake,Northgate,BG0003001,1376,70833,336596,30.19,1329,17.39,64.61,553,28.6,0,5.61,11.03,3.93,33.91,1166,2015
530330003002,Haller Lake,Northgate,BG0003002,1466,82037,302874,18.11,975,13.8,56.07,708,43.21,4.1,13.42,11.15,3.97,29.48,1195,2015
530330004011,Haller Lake,Northgate,BG0004011,3113,35055,291667,20.99,877,7.86,48.6,2084,80.2,1.63,63.29,6.56,0.52,24.25,1187,2015
530330004012,Bitter Lake,Seattle,BG0004012,1546,84677,362500,27.12,949,11.87,61.84,766,59.24,2.35,38.25,6.72,0.56,30.18,1147,2015
530330004013,Bitter Lake,Seattle,BG0004013,1374,26791,258974,23.2,410,18.58,71.62,1140,70.12,0,72.02,6.57,0.51,17.07,1175,2015
530330004021,Bitter Lake,Seattle,BG0004021,1311,44286,337719,32.45,913,10.34,70.56,612,65.56,0,43.14,6.29,1.22,27.42,1143,2015
530330004022,Haller Lake,Northgate,BG0004022,1025,60938,303797,45.41,964,19.59,63.32,469,42.28,0,20.68,6.26,1.34,26.09,1136,2015
530330004023,Bitter Lake,Seattle,BG0004023,1296,57216,422340,42.11,952,18.14,63.66,660,50.8,5.61,46.36,6.23,1.44,30.2,1135,2015
530330004024,Bitter Lake,Seattle,BG0004024,1598,58387,359524,30.44,1060,14.3,84.17,904,64.81,0,56.53,6.25,1.39,24.34,1121,2015
530330005001,Broadview,Seattle,BG0005001,1330,158228,636150,41.39,1500,4.76,86.39,558,7.05,0,0,25.23,7.24,32.74,1115,2015
530330005002,Broadview,Seattle,BG0005002,944,116429,550987,44.96,1179,16.23,81.14,400,10.28,0,0,25.19,6.94,32.49,1067,2015
530330005003,North Beach/Blue Ridge,Seattle,BG0005003,1143,98214,504098,30.32,1160,10.18,84.25,492,6.68,0,0,25,7.33,35.54,1088,2015
530330006001,Haller Lake,Northgate,BG0006001,1522,60560,333846,28.26,839,8.54,58.61,597,28.69,0,16.92,7.9,3.61,31.44,1060,2015
530330006002,Pinehurst,Northgate,BG0006002,1246,41643,278000,35.51,935,27.22,54.9,672,71.63,0,76.79,7.99,3.45,23.37,1043,2015
530330006003,Haller Lake,Northgate,BG0006003,1549,56944,306557,30.39,979,19.64,63.01,728,40.63,0,24.73,8.01,3.29,26.91,1040,2015
530330006004,North College Park,Northgate,BG0006004,1672,84140,357055,22.49,1065,22.86,48.62,785,52.57,1.66,23.57,7.91,3.29,25.2,1039,2015
530330006005,Haller Lake,Northgate,BG0006005,867,106061,382727,31.51,1108,14.5,63.55,334,25.47,0,0,7.86,3.46,31.6,1027,2015
530330006006,Pinehurst,Northgate,BG0006006,1379,82895,319672,23.62,1029,12.7,50.83,688,48.94,10.32,40.99,7.8,3.41,30,1023,2015
530330007001,Meadowbrook,Lake City,BG0007001,1691,49434,309091,31.61,865,30.4,43.05,985,78.48,6.19,62.44,8.74,3.14,24.33,1026,2015
530330007002,Matthews Beach,Lake City,BG0007002,1226,52320,294521,38.35,812,33.91,56.28,587,57.89,4.6,25.72,8.72,3.15,28.62,1009,2015
530330007003,Pinehurst,Northgate,BG0007003,927,93651,338298,35.52,1233,18.83,63.54,451,35.66,0,30.16,8.62,3.03,22.78,1009,2015
530330007004,Pinehurst,Northgate,BG0007004,942,82447,359559,27.83,1276,16.45,66.03,436,39.29,3.67,6.88,8.81,3.33,26.72,1006,2015
530330008001,Matthews Beach,Lake City,BG0008001,1275,72877,372152,19.25,895,15.49,66.59,547,30.74,0,7.5,10.51,9.73,33.55,997,2015
530330008002,Matthews Beach,Lake City,BG0008002,1525,84706,395954,33.6,1318,17.04,75.34,628,22.7,0,7.64,10.53,9.7,35.61,981,2015
530330009001,Matthews Beach,Lake City,BG0009001,1179,96959,531065,35.51,1250,17.96,77.95,514,17.01,0,5.84,21.16,4.36,32.42,974,2015
530330009002,Victory Heights,Seattle,BG0009002,1002,128571,672840,26.42,1429,14.59,78.24,459,18.76,0,0,20.9,4.28,34.14,969,2015
530330010001,Matthews Beach,Lake City,BG0010001,974,81928,364865,16.43,1000,13.81,52.87,411,54.06,10.46,16.54,8.63,3.81,36.16,967,2015
530330010002,Matthews Beach,Lake City,BG0010002,1118,80859,420779,32.36,1122,21.12,69.05,451,30.86,1.77,18.85,8.82,3.94,42.7,949,2015
530330011001,Maple Leaf,Northgate,BG0011001,1320,90517,504491,39.09,814,13.03,63.18,623,42.83,0,19.74,3.32,4.72,31.1,949,2015
530330011002,Maple Leaf,Northgate,BG0011002,1369,96642,389933,26.57,995,22.97,72.02,593,33.16,1.52,15.51,3.35,4.76,31.45,959,2015
530330012001,Maple Leaf,Northgate,BG0012001,1363,83125,380000,29.02,1044,18.75,69.48,584,31.47,0,15.92,3.96,0.36,33.73,953,2015
530330012002,Maple Leaf,Northgate,BG0012002,1254,52155,390000,15.78,864,36.35,52.87,605,79.37,2.15,59.17,3.85,0.52,30.22,946,2015
530330012003,Maple Leaf,Northgate,BG0012003,1476,33699,186290,30.27,848,28.17,59.62,1089,85.03,0,86.23,3.67,0.3,17.95,932,2015
530330012004,Maple Leaf,Northgate,BG0012004,1326,40260,200000,31.87,983,21,40.05,733,89.52,7.23,74.49,3.93,0.44,22.56,939,2015
530330012005,Maple Leaf,Northgate,BG0012005,1660,30826,209890,30.91,936,12.47,44.76,981,83.98,2.65,80.94,3.87,0.44,18.33,938,2015
530330013001,North College Park,Northgate,BG0013001,1741,58969,302143,28.15,981,20.31,60.88,944,55.78,5.61,33.26,6.01,0.91,22.97,932,2015
530330013002,North College Park,Northgate,BG0013002,1490,56845,264754,13.46,785,25.23,45.1,740,67.39,1.49,49.19,5.77,1.01,21.33,919,2015
530330013003,North College Park,Northgate,BG0013003,1519,54698,333735,41.7,936,11.42,58,805,72.26,1.24,54.78,5.94,0.92,25.75,917,2015
530330014001,Bitter Lake,Seattle,BG0014001,1167,70930,345255,36.77,938,5.01,73.78,583,44.4,2.06,33.62,13.62,2.24,26.21,926,2015
530330014002,Bitter Lake,Seattle,BG0014002,1141,78779,391406,36.79,1008,17.47,75.37,548,46.06,0,25.18,13.78,2.17,31.6,910,2015
530330014003,Bitter Lake,Seattle,BG0014003,1489,54959,294531,25.89,1020,14.44,62.79,731,62.45,2.33,30.37,13.66,2.42,25.15,896,2015
530330014004,Crown Hill,Seattle,BG0014004,1443,125935,420946,29.66,1474,14.16,84.27,623,18.74,0,0,13.76,2.49,38.99,917,2015
530330015001,Loyal Heights,Ballard,BG0015001,1303,117982,545573,46.69,1669,1.15,88.72,581,19.75,0,2.24,14,2.51,37.08,898,2015
530330015002,Sunset Hill,Ballard,BG0015002,1359,119521,592233,36.29,1095,4.32,87.93,635,20.79,0,1.26,14.03,2.48,33.78,903,2015
530330016001,Crown Hill,Seattle,BG0016001,1488,102679,754545,36.68,1800,9.68,90.12,612,8.26,0,0,12.65,3.54,38.94,905,2015
530330016002,Loyal Heights,Ballard,BG0016002,1456,112500,666129,27.95,1813,8.91,84.27,614,9.58,0,0,12.61,3.53,38.15,892,2015
530330016003,Whittier Heights,Ballard,BG0016003,1547,80233,356962,37.86,996,17.54,68.78,777,50.87,3.22,27.93,12.48,3.49,26.18,888,2015
530330017011,Greenwood,Seattle,BG0017011,1734,74394,348571,37.12,1063,19.76,56.46,959,72.86,0,62.98,4.95,1.65,27.54,882,2015
530330017012,Greenwood,Seattle,BG0017012,1218,91463,277941,42.93,962,9.29,73.73,679,42.19,1.91,38,5,1.88,27.71,881,2015
530330017013,Bitter Lake,Seattle,BG0017013,1205,80529,292857,32.1,703,20.56,65.56,584,40.04,13.87,38.87,4.89,1.81,33.73,872,2015
530330017021,Bitter Lake,Seattle,BG0017021,1448,58940,370370,36.44,854,15.7,65.33,799,65.28,1.25,44.43,11.39,2.95,27.36,864,2015
530330017022,Whittier Heights,Ballard,BG0017022,1114,64362,344898,36.19,1267,13.29,75.85,523,33.4,0,6.88,11.66,3.16,28.74,870,2015
530330017023,Greenwood,Seattle,BG0017023,1072,71649,387129,18.18,891,28.99,70.15,437,41.9,8.47,25.4,11.43,3.1,25.45,843,2015
530330017024,Greenwood,Seattle,BG0017024,959,68750,368613,31.59,721,2.98,67.88,416,26.6,3.85,0,11.82,3.2,30.8,867,2015
530330018001,Green Lake,Seattle,BG0018001,1617,85784,394578,42.21,1103,9.18,61.35,720,43.36,5.69,10.97,7.45,3.21,28.35,868,2015
530330018002,Green Lake,Seattle,BG0018002,1641,92073,329752,33.76,1076,19.59,66.79,860,58.35,10.12,37.33,7.49,3.19,23.4,850,2015
530330018003,North College Park,Northgate,BG0018003,1672,90469,327329,51.22,988,28.81,63.7,899,56.67,8.34,23.58,7.52,3.16,23.87,851,2015
530330019001,Maple Leaf,Northgate,BG0019001,1670,53829,257619,38.56,1169,24.68,55.81,1209,57.88,2.15,58.56,4.39,2.93,23.6,826,2015
530330019002,Roosevelt,Seattle,BG0019002,1479,95000,440909,35.29,1300,12.6,76,628,28.57,7.17,2.87,4.43,3.12,37.67,842,2015
530330019003,Roosevelt,Seattle,BG0019003,1354,94086,398193,30.86,1747,17.02,76.74,574,25.59,0,0,4.68,2.88,35.33,847,2015
530330020001,Roosevelt,Seattle,BG0020001,1648,68542,398621,40.38,1161,21.05,73.73,871,47.38,0,35.25,7.88,2,37.09,845,2015
530330020002,Maple Leaf,Northgate,BG0020002,1060,77365,422535,34.32,979,12.81,75.28,493,31.65,5.48,11.97,8.23,1.9,33.58,840,2015
530330020003,Maple Leaf,Northgate,BG0020003,980,96203,412500,46.37,1330,25.7,81.53,446,29.88,0,10.76,8,1.88,44.07,842,2015
530330021001,Matthews Beach,Lake City,BG0021001,1635,115441,467234,30.66,1078,13.51,81.77,713,20.94,0,6.31,16.4,3.22,41.34,841,2015
530330021002,Maple Leaf,Northgate,BG0021002,971,92819,331429,43.13,1009,16.67,71.78,462,37.75,7.58,27.49,16.18,3.6,32.88,838,2015
530330021003,Maple Leaf,Northgate,BG0021003,1534,89679,404110,37.85,982,28.26,67.41,743,43.55,2.02,12.25,16.33,3.15,35.1,832,2015
530330022001,Matthews Beach,Lake City,BG0022001,1606,107971,510116,38.38,1467,10.86,78.58,654,15.3,0,4.59,16.88,3.31,37.28,835,2015
530330022002,Matthews Beach,Lake City,BG0022002,1535,105769,436449,29.65,1534,19.14,76.74,638,22.48,0,0,16.86,3.31,40.55,824,2015
530330022003,Sand Point,Seattle,BG0022003,1351,146983,526730,28.39,1657,11.73,74.91,593,21.71,0,1.52,16.9,3.38,32.44,831,2015
530330022004,Sand Point,Seattle,BG0022004,1201,119643,817241,38.27,1500,13.03,81.85,550,5.67,0,22.91,16.8,3.44,32.88,819,2015
530330024001,View Ridge,Seattle,BG0024001,1036,106944,483505,35.19,1441,15.14,83.98,429,15.9,0,0,14.22,3.61,44.76,808,2015
530330024002,Bryant,Seattle,BG0024002,877,75610,483871,31.41,954,18.5,72.29,427,65.05,17.1,29.51,14.08,3.64,32.39,830,2015
530330024003,Ravenna,Seattle,BG0024003,1292,111957,477698,33.66,1413,20.8,79.8,536,27.38,0,1.49,14.17,3.5,44.81,808,2015
530330025001,Roosevelt,Seattle,BG0025001,1517,121581,457732,44.45,1321,24.83,76.01,674,19.81,0,0,8.82,4.18,42.89,823,2015
530330025002,Roosevelt,Seattle,BG0025002,1517,100490,459509,42.6,1408,19.73,79.24,729,46.87,5.21,15.64,8.97,3.99,35.82,822,2015
530330026001,Roosevelt,Seattle,BG0026001,1138,92727,476389,37.2,1142,27.74,79.26,513,42.62,1.75,23.78,14.96,3.07,41.97,814,2015
530330026002,Roosevelt,Seattle,BG0026002,1388,128077,574353,43.87,1013,29.86,84.58,576,22,1.56,11.63,15.03,3.22,37.64,794,2015
530330026003,Roosevelt,Seattle,BG0026003,1445,123462,454167,38.94,1108,24.44,74.81,673,43.57,1.63,20.95,14.95,3.05,42.14,808,2015
530330026004,Roosevelt,Seattle,BG0026004,1061,111923,483019,40.65,1432,15.65,77.29,445,32.16,11.46,1.12,14.79,3.29,43.85,802,2015
530330027001,Roosevelt,Seattle,BG0027001,1536,84946,453535,38.06,1288,25.71,81.38,682,34.19,2.35,15.84,12.92,1.22,36.78,798,2015
530330027002,Green Lake,Seattle,BG0027002,1450,138542,588670,54.42,1391,12.49,79.66,620,27.1,0,0,13.04,1.37,35.06,800,2015
530330027003,Green Lake,Seattle,BG0027003,1173,98780,506944,35.88,1455,14.03,79.28,560,42.36,3.39,18.21,12.96,1.35,34.65,800,2015
530330027004,Green Lake,Seattle,BG0027004,1558,128395,498485,39.78,1181,25.21,78.5,728,42.14,0,24.45,12.92,1.17,36.5,795,2015
530330028001,Green Lake,Seattle,BG0028001,1284,110000,467010,43.75,1309,16.48,82.94,607,31.18,5.44,8.24,9.71,1.36,35.99,781,2015
530330028002,Green Lake,Seattle,BG0028002,963,59813,468966,36.26,993,21.68,81.83,489,52.71,10.84,7.16,9.54,1.3,34.11,792,2015
530330028003,Green Lake,Seattle,BG0028003,1071,63356,425000,54.91,1278,24.66,81.42,596,55.87,13.42,33.39,9.61,1.25,33.18,778,2015
530330028004,Green Lake,Seattle,BG0028004,1544,92727,411000,46.38,1364,26.52,76.49,717,39.77,2.23,20.5,9.5,1.61,37.54,767,2015
530330029001,Whittier Heights,Ballard,BG0029001,1510,83333,406716,30.03,996,27.98,82.78,702,39.2,0,29.63,9.69,1.34,37.12,784,2015
530330029002,Greenwood,Seattle,BG0029002,1532,117529,495604,41.04,1121,9.83,86.42,696,28.85,3.45,4.02,9.76,1.33,43.23,767,2015
530330029003,Whittier Heights,Ballard,BG0029003,1480,128125,427473,44.37,1125,21.62,83.24,677,28.55,0,11.23,9.57,1.23,42.62,759,2015
530330030001,Whittier Heights,Ballard,BG0030001,1729,112190,440187,48.57,1404,15.68,83.75,764,21.79,2.23,2.88,9.36,2.01,36.92,763,2015
530330030002,Whittier Heights,Ballard,BG0030002,1458,89500,469756,50.47,1142,10.77,80.93,648,35.36,5.56,5.4,9.28,1.92,41.87,767,2015
530330030003,Whittier Heights,Ballard,BG0030003,1518,87609,469714,35.59,1134,17.95,84.78,673,27.93,5.65,7.58,9.41,2.01,40.26,760,2015
530330030004,Whittier Heights,Ballard,BG0030004,1401,117623,446364,40.47,1113,12.48,81.23,619,26.87,3.23,18.42,9.35,1.87,44.54,778,2015
530330031001,Loyal Heights,Ballard,BG0031001,1221,95455,468902,43.01,1658,4.95,85.26,522,21.02,1.53,7.66,16.11,8.45,36.47,778,2015
530330031002,Sunset Hill,Ballard,BG0031002,1186,94118,436735,44.51,957,12.44,87.02,549,25.52,0,5.65,15.95,8.63,34.91,773,2015
530330031003,Loyal Heights,Ballard,BG0031003,1398,111364,516369,33.64,788,27.51,80.69,613,41.69,0,38.34,16.11,8.64,39.7,771,2015
530330031004,Sunset Hill,Ballard,BG0031004,1504,136824,557870,29.01,1330,10.41,87.03,626,18.93,0,0,16.25,8.71,41.22,768,2015
530330031005,Sunset Hill,Ballard,BG0031005,1387,119485,562500,43.57,1419,20.13,86.23,621,21.59,0,2.58,15.95,8.8,37.5,759,2015
530330032001,Sunset Hill,Ballard,BG0032001,985,83333,444565,39.35,1070,27.61,88.12,499,45.82,3.61,43.29,6.69,3.56,34.67,765,2015
530330032002,Adams,Ballard,BG0032002,1255,69017,354000,25.25,1022,16.24,78.57,735,68.52,14.83,31.43,6.7,3.56,23.71,748,2015
530330032003,Interbay,Interbay,BG0032003,1206,77551,390909,52.63,1114,22.34,81.84,773,60.63,8.15,43.73,6.68,3.54,27.78,748,2015
530330032004,Sunset Hill,Ballard,BG0032004,1198,48349,619792,45.92,886,8.63,85.56,804,80.7,4.48,53.23,6.65,3.52,34,741,2015
530330032005,Sunset Hill,Ballard,BG0032005,785,108088,497222,44.11,1660,26.06,85.86,354,21.3,0,15.25,6.8,3.85,39.71,747,2015
530330032006,Sunset Hill,Ballard,BG0032006,1708,69295,677951,44.42,1509,32.75,90.11,908,22.38,8.15,24.45,6.67,3.45,28.54,757,2015
530330032007,Sunset Hill,Ballard,BG0032007,1217,111905,579225,38.53,989,8.27,85.78,527,25.39,0,4.74,6.64,3.71,39.56,753,2015
530330033001,Whittier Heights,Ballard,BG0033001,1284,95370,442177,34.33,1625,15.77,86.53,601,36.99,8.15,0,7.71,0.34,36.42,730,2015
530330033002,Whittier Heights,Ballard,BG0033002,1202,89329,432955,41.27,1607,12.24,80.28,585,56.65,7.18,5.64,7.91,0.36,38.11,754,2015
530330033003,Whittier Heights,Ballard,BG0033003,1854,68421,371233,39.28,993,27.3,76.7,1061,74.73,20.83,38.36,7.73,0.4,25,751,2015
530330033004,Loyal Heights,Ballard,BG0033004,1276,89655,297368,32.73,992,38.3,77.59,724,70.52,13.4,49.03,7.8,0.43,23.98,748,2015
530330033005,Whittier Heights,Ballard,BG0033005,1160,84259,412000,45.91,942,24.15,81.98,520,40.84,2.5,14.04,7.77,0.4,40.48,747,2015
530330034001,West Woodland,Ballard,BG0034001,1232,108511,564732,27.07,1119,9.82,84.42,581,46.55,12.56,15.49,12,3.27,32.99,745,2015
530330034002,Whittier Heights,Ballard,BG0034002,1232,105607,485401,43.53,1350,3.5,87.26,567,31.63,1.06,7.58,12.07,3.11,37.42,746,2015
530330034003,West Woodland,Ballard,BG0034003,1102,113095,581081,39.18,1237,16.62,82.85,514,49.39,10.89,0,12.24,3.27,36.69,746,2015
530330035001,Green Lake,Seattle,BG0035001,1522,104044,583665,27.6,1207,22.35,86.33,742,40.14,1.75,23.05,5.87,2.52,39.83,727,2015
